科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
一般管理費,48010.0,General Expenses,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,General expenses,,3167.0,Local,,D2C,2025-10-01,BC,
一般管理費,48060.0,Employee Welfare,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,General expenses,,338004.0,Local,,D2C,2025-10-01,BC,
一般管理費,48060.0,Employee Welfare,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,AnyLogi,General expenses,,27236.0,Local,,D2C,2025-10-01,BC,
一般管理費,48151.0,Warehouse expenses,Bill,AnyMind Japan Inc,2025-10-31,202510-AVC-WTP-INV-000002324,VENDBILL422040,VEN0037994 SWF GROUP LTD,,80011 - Accounts Payable : Non-trade Creditors,SWF_保管費用_Upsider決済_2510,,Brand Commerce & Marketing,Advanced Clinicals,General expenses,,808000.0,Local,,D2C,2025-10-01,BC,
一般管理費,48151.0,Warehouse expenses,Bill,AnyMind Japan Inc,2025-10-31,202510-AVC-WTP-INV-000002324,VENDBILL422040,VEN0037994 SWF GROUP LTD,,80011 - Accounts Payable : Non-trade Creditors,SWF_保管費用_Upsider決済_2510,,Brand Commerce & Marketing,waterpik,General expenses,,168000.0,Local,,D2C,2025-10-01,BC,
一般管理費,48151.0,Warehouse expenses,Bill,AnyMind Japan Inc,2025-10-31,202510-AVC-INV-000002246,VENDBILL422039,VEN0037994 SWF GROUP LTD,,80011 - Accounts Payable : Non-trade Creditors,SWF_保管費用_Upsider決済_2510,,Brand Commerce & Marketing,waterpik,General expenses,,168000.0,Local,,D2C,2025-10-01,BC,
一般管理費,48151.0,Warehouse expenses,Bill,AnyMind Japan Inc,2025-10-31,AnyLogi-202510-外販,VENDBILL421620,VEN0025137 ケイヒン配送株式会社,,80010 - Accounts Payable : Trade Creditors,10月プロダクトクライアント利用分,10月プロダクトクライアント利用分,D2C Anylogi,AnyLogi,General expenses,,1651046.0,Local,,D2C,2025-10-01,BC,
一般管理費,48151.0,Warehouse expenses,Bill,AnyMind Japan Inc,2025-10-31,202510-AVC-INV-000002246,VENDBILL422039,VEN0037994 SWF GROUP LTD,,80011 - Accounts Payable : Non-trade Creditors,SWF_保管費用_Upsider決済_2510,,Brand Commerce & Marketing,Advanced Clinicals,General expenses,,840000.0,Local,,D2C,2025-10-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-10-23,INVOICE # 19610-AVC-202510,VENDBILL413939,"VEN0051118 QH DISTRIBUTION, INC.",,80010 - Accounts Payable : Trade Creditors,Amazon Payout Report 許可費用 9/4-10/2（inv# 19610）,Amazon Payout Report 許可費用 9/4-10/2（inv# 19610）,D2C Anylogi,Advanced Clinicals,General expenses,,228438.0,Local,,D2C,2025-10-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-10-31,202510-BC-什器送料,VENDBILL422650,VEN0071360 MIC株式会社,,80010 - Accounts Payable : Trade Creditors,,ADVANCED CLINICALS 什器配送料（ウエルシア）,Brand Commerce & Marketing,Advanced Clinicals,General expenses,,28090.0,Local,,D2C,2025-10-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-10-20,JEAJP0023135,JOURNAL237151,,CUS0005406 D2C_shopify,- Split -,paidy payout_2025年9月分(10月入金)_waterpik,paidy_waterpik_振込手数料,D2C Creator,waterpik,General expenses,,500.0,Local,,D2C,2025-10-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023167,JOURNAL237537,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_1030,Qoo10_ADVANCED CLINICALS_振込手数料,D2C Anylogi,Advanced Clinicals,General expenses,,136.0,Local,,D2C,2025-10-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023168,JOURNAL237538,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_forencos_1030,Qoo10_forencos_振込手数料,D2C Anylogi,forencos,General expenses,,136.0,Local,,D2C,2025-10-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023166,JOURNAL237536,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_The Breath co_1030,Qoo10_The Breath co_振込手数料,D2C Anylogi,The Breath Co,General expenses,,136.0,Local,,D2C,2025-10-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023179,JOURNAL237611,,CUS0005406 D2C_shopify,- Split -,komoju入金_waterpik_10/31,komoju入金_waterpik_振込手数料,D2C Anylogi,waterpik,General expenses,,373.0,Local,,D2C,2025-10-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,General expenses,,2080.0,Local,,D2C,2025-10-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-10-31,202510-AnyLogi,VENDBILL421135,VEN0017033 佐川急便株式会社,,80011 - Accounts Payable : Non-trade Creditors,202510_佐川輸送分,,D2C Anylogi,AnyLogi,General expenses,,71040.0,Local,,D2C,2025-10-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-10-31,202510-フォーエム分,VENDBILL421203,VEN0017033 佐川急便株式会社,,80011 - Accounts Payable : Non-trade Creditors,202510_フォーエム分,SGA,D2C Anylogi,AnyLogi,General expenses,,909.0,Local,,D2C,2025-10-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-10-31,30897−202510-AnyLogi,VENDBILL421125,VEN0007433 ヤマト運輸株式会社,,80011 - Accounts Payable : Non-trade Creditors,10月自社ブランド + プロダクトクライアント利用分,SGA,D2C Anylogi,Crossborder,General expenses,,3330.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-01,Google251101,VENDBILL429759,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,google251101,[JP] BC_Waterpik,Brand Commerce & Marketing,BC,Advertising and marketing events,,109655.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-01,RE250027119201-1,VENDBILL429810,VEN0052042 株式会社オプト,,80010 - Accounts Payable : Trade Creditors,"Metaの広告費　(AD表待ち34,591,643)",BC【販管費】,Brand Commerce & Marketing,BC,Advertising and marketing events,,706941.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0014_,VENDBILL423288,VEN0024188 株式会社スターダストプロモーション,,80010 - Accounts Payable : Trade Creditors,,BUDDiiS,Brand Commerce & Marketing,BD,Advertising and marketing events,,11000000.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-01,Google251101,VENDBILL429759,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,google251101,[JP] BC_藤田金属,Brand Commerce & Marketing,BC,Advertising and marketing events,,315466.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-11-01,202511AM-00008138,VENDCRED44000,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年10月 楽天市場広告費,2025年10月 楽天市場広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,-39269.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-11-01,202510_株式会社PALTAC東京支社_販促費,VENDCRED44001,VEN0068183 株式会社PALTAC東京支社（第二営業部）,,80010 - Accounts Payable : Trade Creditors,PALTAC東京支社（第二営業部）販促金,PALTAC東京支社（第二営業部）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,-1.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-11-01,202511-AM-719,VENDCRED43999,VEN0022731 株式会社ダイニチ・コーポレーション,,80010 - Accounts Payable : Trade Creditors,2025年10月PR費用 (10%),2025年10月 EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,-1.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-11-01,202510-株式会社PALTAC東京支店,VENDCRED44003,VEN0068185 株式会社PALTAC東京支店（第一営業部）,,80010 - Accounts Payable : Trade Creditors,株式会社PALTAC東京支店（第一営業部）販促金,PALTAC東京支店　販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,-1.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-11-01,AnyLogi-202510-株式会社PALTAC横浜支社,VENDCRED44002,VEN0068184 株式会社PALTAC横浜支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,-1.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-11-01,JEAJP0023404,JOURNAL239778,,,"80040 - Accounts Payable : Trade Accruals, Provisions and Other Manual Adjustments",BC SGA広告費見積計上_2510,BC SGA広告費見積計上_2510,D2C Solutions,BC_AM,Advertising and marketing events,,-8617906.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-13,202511-BC-No.360669,VENDBILL423421,VEN0055059 株式会社スタジオウェル,,80011 - Accounts Payable : Non-trade Creditors,サンサンスポンジ什器制作費,サンサンスポンジ什器制作費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,574500.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-18,202511-FRC-2510-000258-01,VENDBILL424268,VEN0071416 株式会社マツモトキヨシ,,80010 - Accounts Payable : Trade Creditors,MCC　韓国コスメセールポイント費用,韓国コスメセールポイント費用ご請求,Brand Commerce & Marketing,forencos,Advertising and marketing events,,180.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-18,202511AM-00008139,VENDBILL424274,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年10月 Amazon 売上お戻し分,2025年10月 Amazon 売上お戻し分,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,1214486.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-18,202511AM-00008138,VENDBILL424272,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年10月 楽天市場広告費,2025年10月 楽天市場広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,431960.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-18,202511-AM-719,VENDBILL424271,VEN0022731 株式会社ダイニチ・コーポレーション,,80010 - Accounts Payable : Trade Creditors,2025年10月PR費用 (10%),2025年10月 EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,7001668.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-18,202511-Hale-No.004991,VENDBILL424360,VEN0071524 株式会社スタイリングライフ・ホールディングスプラザスタイルカンパニー,,80011 - Accounts Payable : Non-trade Creditors,,Hale返品赤伝分,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,17496.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-25,202511-BC-什器送料,VENDBILL425602,VEN0071360 MIC株式会社,,80010 - Accounts Payable : Trade Creditors,,ADVANCED CLINICALS 什器配送料（コクミン）,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,24910.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-11-28,JEAJP0023622,JOURNAL241310,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_AnyLogi_1128,The Breath Co_販促クーポン,D2C Anylogi,The Breath Co,Advertising and marketing events,,-909.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,CNP,Advertising and marketing events,,16213.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,AnyLogi-202511-株式会社PALTAC横浜支社,VENDBILL432737,VEN0068184 株式会社PALTAC横浜支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,188665.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-株式会社PALTAC東京支店,VENDBILL432740,VEN0068185 株式会社PALTAC東京支店（第一営業部）,,80010 - Accounts Payable : Trade Creditors,株式会社PALTAC東京支店（第一営業部）販促金,PALTAC東京支店　販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,416985.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-PALTAC北海道支社-販促金,VENDBILL432735,VEN0070941 株式会社PALTAC北海道支社,,80010 - Accounts Payable : Trade Creditors,,,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,59348.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,BC,Advertising and marketing events,,10075.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,Advanced Clinicals,Advertising and marketing events,,3145517.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,forencos,Advertising and marketing events,,429912.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,BC_AM,Advertising and marketing events,,562257.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-BC-B-25110890070,VENDBILL432227,VEN0005698 株式会社PR TIMES,,80010 - Accounts Payable : Trade Creditors,PR TIMS費用,PR TIMS費用,D2C Anylogi,BC,Advertising and marketing events,,35000.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_202511,VENDBILL431728,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202511,,Brand Commerce & Marketing,BC,Advertising and marketing events,,215943.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202510-PALTAC 九州支社-不足分,VENDBILL433526,VEN0070940 株式会社PALTAC 九州支社,,80010 - Accounts Payable : Trade Creditors,VENDBILL421915　不足分,,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,10172.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202510-販促金不足分,VENDBILL433530,VEN0070940 株式会社PALTAC 九州支社,,80010 - Accounts Payable : Trade Creditors,202510-販促金不足分,,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,10172.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-FRC-152625,VENDBILL432061,VEN0065722 関西美術印刷株式会社,,80010 - Accounts Payable : Trade Creditors,,BUDDiiSノベルティ 制作費（トレカ・ポストカード）,Brand Commerce & Marketing,forencos,Advertising and marketing events,,3114400.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-PALTAC中四国支社-販促金,VENDBILL432733,VEN0068186 株式会社PALTAC中四国支社（四国）,,80010 - Accounts Payable : Trade Creditors,,PALTAC中四国支社（四国）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,7552.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,BC-202511-Hale,VENDBILL432058,VEN0070602 株式会社アインファーマシーズ,,80010 - Accounts Payable : Trade Creditors,,Hale.  A&Tアプリ広告,Brand Commerce & Marketing,AnyLogi：Hale,Advertising and marketing events,,300000.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-PALTAC中部支社-販促金,VENDBILL432738,VEN0068187 株式会社PALTAC中部支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC中部支社 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,117494.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,The Breath Co,Advertising and marketing events,,3445462.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-AVC-BEST251119000613,VENDBILL432077,VEN0021729 株式会社ロフト,,80011 - Accounts Payable : Non-trade Creditors,,ベストコスメ2025 冊子9万冊印刷 - 協賛金,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,40000.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-PALTAC東北支社-販促金,VENDBILL432732,VEN0070939 株式会社PALTAC東北支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,101362.0,Local,,D2C,2025-11-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-11-30,202511-PALTAC中四国支社-販促金,VENDBILL432734,VEN0068188 株式会社PALTAC中四国支社（中国）,,80010 - Accounts Payable : Trade Creditors,,PALTAC中四国支社（中国） 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,40210.0,Local,,D2C,2025-11-01,BC,
