Unnamed: 0,Profitability by Entity Department,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242
,Depreciation and amortization,,0,0,4154.37243914,8537.082170540001,494.022144,0,0,0,0,0,0,0,0,0,0,0,0,0,23468.92077068,36654.39752436,0,0,4252.04176373,8737.78903103,505.636608,0,0,0,0,0,0,0,0,0,0,0,0,0,23122.42630953,36617.89371229,0,0,4303.779445360001,8844.10805896,511.7890560000001,0,0,0,0,0,0,0,0,0,0,0,0,0,23962.04356896,37621.72012928,0,0,11035.8470442,9051.83561172,476.29178652,0,0,0,0,0,0,0,0,0,0,0,0,0,24572.04011064,45136.01455307999,0,0,17948.2781826,9245.61468135,535.02336,0,0,0,0,0,0,0,0,0,0,0,0,0,24818.793199649997,52547.7094236,0,0,17874.38737476,9207.55164651,484.48529241000006,0,0,0,0,0,0,0,0,0,0,0,0,0,24011.295894810002,51577.720208490005,0,0,18788.01804128,9062.61217528,476.85883048000005,0,0,0,0,0,0,0,0,0,0,0,0,0,24612.609007280003,52940.09805432,0,28.408139499999997,19545.76820608,8923.60512266,469.54452205999996,0,0,0,0,0,0,0,0,0,0,0,0,0,26231.847404419997,55199.17339472,0,28.58318125,19666.202896,8978.58948575,472.43770325,0,0,0,0,0,0,0,0,0,0,0,0,0,43203.31271075,72349.125977,0,28.172553500000003,30497.11256466,8849.60251378,512.1070080000001,0,0,0,0,0,0,0,0,0,0,0,0,0,40736.118736460005,80623.1133764,0,27.24782775,29496.086325089997,8559.12634797,450.36628527,0,0,0,0,0,0,0,0,0,0,0,0,0,42228.30294474,80761.12973081999,0,27.004002999999997,29232.143234279996,8482.53577124,446.33622283999995,0,0,0,0,0,0,0,0,0,0,0,0,0,42326.131825519995,80514.15105687999
,Depreciation - Lease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289604.61274514004,289604.61274514004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296413.21918073,296413.21918073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300019.89418936,300019.89418936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307066.66453452,307066.66453452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619931.0447482499,619931.0447482499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617378.8664704501,617378.8664704501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620412.73156488,620412.73156488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610896.5188488599,610896.5188488599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614660.66523825,614660.66523825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481295.18300752004,481295.18300752004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465497.32325447997,465497.32325447997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459574.54383259994,459574.54383259994
,Interest Expense - Lease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12436.76303716,12436.76303716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12323.89158088,12323.89158088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12063.11461496,12063.11461496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11925.49841736,11925.49841736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40554.37360035,40554.37360035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39954.91575411001,39954.91575411001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39998.781856320005,39998.781856320005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38905.501760399995,38905.501760399995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38661.8477425,38661.8477425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37629.35622544,37629.35622544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32316.007550969996,32316.007550969996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30197.614637159997,30197.614637159997
,Finance costs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308.76487567,2308.76487567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39044.69486168,39044.69486168
,General expenses,,0,24920.7154812,-2415.10572842,527.9089754400001,37319.50699862,0,0,0,0,0,0,0,0,0,0,0,0,0,31551.901388700004,91904.92711554,0,12957.6622991,83.91065845,162.50818223,42626.67374689,0,0,0,0,0,0,0,0,0,0,0,0,0,31608.06858518,87438.82347185,0,12960.811278160001,2816.3525178400005,691.9881167200001,38799.468030480006,0,0,0,0,0,0,0,0,0,0,0,0,0,54939.568901440005,110208.18884464001,0,20384.324052840002,10064.28218664,134.91512364,48544.181600640004,0,0,0,0,0,0,0,0,0,0,0,0,0,47860.91612186108,126988.61908562109,0,36899.1678492,4904.58282705,91.10026665,60544.622774699994,0,0,0,0,0,0,0,0,0,0,0,0,0,101221.49443184999,203660.96814944997,0,22600.50730308,7483.397859420001,2452.00217556,44652.236999160006,0,0,0,0,0,0,0,0,0,0,0,0,0,62108.589042570005,139296.73337979,0,20254.219130240002,4574.534286720001,82.58460464000001,82772.90901056,0,0,0,0,0,0,0,0,0,0,0,0,0,45956.82771584293,153641.07474800292,0,27841.462674219998,7088.002262659999,119.56969106,97828.0173754,0,0,0,0,0,0,0,0,0,0,0,0,0,196817.19200931574,329694.2440126557,0,35683.4599605,6293.47529125,772.62537625,76680.36756675,0,0,0,0,0,0,0,0,0,0,0,0,0,119075.76735725,238505.69555200002,0,16646.69176492,8171.920907920001,434.99756216000003,94118.41330472002,0,0,0,0,0,0,0,0,0,0,0,0,0,98928.25835228001,218300.28189200003,0,39745.82913642,6209.041511969999,26.97696177,65540.09329989,0,0,0,0,0,0,0,0,0,0,0,0,0,178213.00180166998,289734.94271171995,0,56203.47298852,8419.7522632,1000.2666199999999,83388.89814831999,0,0,0,0,0,0,0,0,0,0,0,0,0,105361.93714704,254374.32716707996
,Insurance expenses,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.01639994,557.01639994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290.88277617,2290.88277617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12958.452250480002,12958.452250480002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534.20341448,1534.20341448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567.0471959,1567.0471959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560.5958593400003,1560.5958593400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536.0299435200002,1536.0299435200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.46951844,1512.46951844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.8839675,714.8839675,0,121.23866692000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.6139002,825.85256712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.4859072999999,681.4859072999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741.72943184,1741.72943184
,IT expenses,,0,9041.07481354,94571.97127224001,99.37692842000001,137945.1986066,0,0,0,0,0,0,0,0,0,0,0,0,0,117600.80357324763,359258.4251940476,0,8527.12027865,101287.13700394,123.91388801000001,116768.01156649,0,0,0,0,0,0,0,0,0,0,0,0,0,127825.68685214077,354531.86958923074,0,9802.96840122667,134008.67233712002,393.41784504000003,184162.22722240002,0,0,0,0,0,0,0,0,0,0,0,0,0,112712.07197113092,441079.35777691763,0,10699.89511128,126024.75512484,157.13611716,171472.70250132,0,0,0,0,0,0,0,0,0,0,0,0,0,135037.41722937647,443391.9060839765,0,12794.32431135,139431.23962019998,329.70117915,163744.12698114998,0,0,0,0,0,0,0,0,0,0,0,0,0,117873.38965785886,434172.7817497088,0,8765.345124480002,121038.27799560002,199.96040694,229152.52005328002,0,0,0,0,0,0,0,0,0,0,0,0,0,124681.85099865058,483837.9545789506,0,18331.0644632,121045.86792672,3303.6914708000004,204967.62070024002,0,0,0,0,0,0,0,0,0,0,0,0,0,135953.74111912,483601.98568008,0,17412.82457804,120515.2954857,122.41386691999999,165395.2475071,0,0,0,0,0,0,0,0,0,0,0,0,0,128167.12428581662,431612.9057235766,0,23142.3642425,110262.74383475,392.330378,276494.09306725004,0,0,0,0,0,0,0,0,0,0,0,0,0,111239.44297725,521530.97449975007,0,17926.88593626,110366.44843448,134.44142572,211967.058294,0,0,0,0,0,0,0,0,0,0,0,0,0,113136.46542899337,453531.2995194533,0,17697.22872819,129857.16865736998,665.6724934199999,216262.50308904,0,0,0,0,0,0,0,0,0,0,0,0,0,127860.58854918674,492343.1615172067,0,16191.95812168,127632.68489267999,94.84317171999999,417884.28756931995,0,0,0,0,0,0,0,0,0,0,0,0,0,143491.9019846064,705295.6757400064
,Other outsourced services,,0,51937.011144480006,90497.65229120001,35560.06128444,189676.16778110003,0,0,0,0,0,0,0,0,0,0,0,0,0,18296.50249042,385967.39499164006,0,84090.79807541,98751.03364051,63077.15294126,159429.94161593,0,0,0,0,0,0,0,0,0,0,0,0,0,16012.83982674,421361.76609984995,0,54156.451678720005,30466.535946880005,34495.73523256001,112403.61728864,0,0,0,0,0,0,0,0,0,0,0,0,0,24173.643020720003,255695.98316752003,0,65335.8252426,85324.5910572,31596.881877,116782.47918744001,0,0,0,0,0,0,0,0,0,0,0,0,0,23237.31410484,322277.09146908,0,79515.2553606,97184.80587869999,101354.42823075,79566.5841642,0,0,0,0,0,0,0,0,0,0,0,0,0,34354.678953149996,391975.75258739997,0,86002.03997616001,61845.335359920005,28019.73126771,91400.72814159,0,0,0,0,0,0,0,0,0,0,0,0,0,29522.237178840005,296790.0719242201,0,111788.41644896001,70392.92093024001,28720.63656048,59056.111475440004,0,0,0,0,0,0,0,0,0,0,0,0,0,34827.608968160006,304785.69438328,0,80189.93137972,94673.96754688,25394.40907106,76393.85759849999,0,0,0,0,0,0,0,0,0,0,0,0,0,26558.47040856,303210.63600472,0,74331.5471845,79538.17153275,101944.76071575,94194.28735825,0,0,0,0,0,0,0,0,0,0,0,0,0,25990.73068475,375999.497476,0,88956.60804618,58168.40799028,12515.775250440001,85154.44689388001,0,0,0,0,0,0,0,0,0,0,0,0,0,35397.7632533,280193.00143408,0,80687.57671887,101751.47610275999,167907.54443793,98972.02354412999,0,0,0,0,0,0,0,0,0,0,0,0,0,24747.84439083,474066.46519451996,0,64191.9345728,68726.21666327999,12805.886238759998,94285.59817923998,0,0,0,0,0,0,0,0,0,0,0,0,0,39745.63569032,279755.27134439995
,Recruitment,,0,104731.51736586001,7776.98922,0,107.48197922000001,0,0,0,0,0,0,0,0,0,0,0,0,0,76243.41815960225,188859.40672468225,0,5508.94376321,52.6046419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56202.319446211,61763.867851320996,0,37422.942059600005,0,114.85932512000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106401.66808369989,143939.4694684199,0,0,13559.03472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96347.91763361676,109906.95235361675,0,10777.09815,29144.143575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92287.5245247267,132208.7662497267,0,22284.117240000003,15845.866680000001,0,89.55967293,0,0,0,0,0,0,0,0,0,0,0,0,0,85392.43894002444,123611.98253295445,0,39391.231216,-5747.940380000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97058.28260425215,130701.57344025215,0,-5350.32511714,11516.70009622,0,9884.687781999999,0,0,0,0,0,0,0,0,0,0,0,0,0,47603.51477508973,63654.57753616973,0,22364.6581635,0,0,17724.14317,0,0,0,0,0,0,0,0,0,0,0,0,0,36127.42949175,76216.23082525001,0,40688.502120000005,10948.954520000001,0,1333.612,0,0,0,0,0,0,0,0,0,0,0,0,0,56919.98045678,109891.04909678001,0,11383.08476679,9096.582494999999,0,4514.433,0,0,0,0,0,0,0,0,0,0,0,0,0,68312.67102198,93306.77128377,0,7992.603263319999,67.97978128,0,1974.55826528,0,0,0,0,0,0,0,0,0,0,0,0,0,161455.47028808,171490.61159796
,Rental expenses,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.2915200000001,926.2915200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.06864,948.06864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.6044800000001,959.6044800000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982.14336,982.14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.30003324999996,497.30003324999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.25271145000005,495.25271145000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.45675560000006,487.45675560000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.9798907,479.9798907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.93737125,482.93737125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.9994631,475.9994631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.37542814999995,460.37542814999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.2557998,456.2557998
,Research and development,,0,8611.995997220001,38868.39507166,0,38996.72504266,0,0,0,0,0,0,0,0,0,0,0,0,0,31038.562206960003,117515.67831850001,0,11453.14978933,58039.84699121,0,31938.29932716,0,0,0,0,0,0,0,0,0,0,0,0,0,22666.5435537,124097.8396614,0,12874.973324640001,54337.21050872001,0,35904.354642160004,0,0,0,0,0,0,0,0,0,0,0,0,0,27646.391658560005,130762.93013408003,0,11443.62069048,60113.25064404,0,36922.6906554,0,0,0,0,0,0,0,0,0,0,0,0,0,22878.477115560003,131358.03910548,0,12229.79106915,62804.9850075,0,40239.71298675,0,0,0,0,0,0,0,0,0,0,0,0,0,23792.2798257,139066.7688891,0,17059.157773140003,65873.30055537,0,47378.07295662,0,0,0,0,0,0,0,0,0,0,0,0,0,24353.98704396,154664.51832909,0,13754.802550800001,65523.91865064001,0,40531.047622640006,0,0,0,0,0,0,0,0,0,0,0,0,0,24220.2877496,144030.05657368002,0,12957.332321779999,57604.19639906,0,38743.793889399996,0,0,0,0,0,0,0,0,0,0,0,0,0,23683.65410082,132988.97671105998,0,12422.6091295,51992.46843125,0,36285.54691475,0,0,0,0,0,0,0,0,0,0,0,0,0,27282.47398925,127983.09846474999,0,13355.230659960002,54230.90522416,0,34492.1406844,0,0,0,0,0,0,0,0,0,0,0,0,0,25968.66631716,128046.94288568001,0,11332.600507469999,52128.157850999996,0,33792.39482091,0,0,0,0,0,0,0,0,0,0,0,0,0,25298.805141719997,122551.95832109998,0,8642.335554199999,29453.71027996,0,23180.86254024,0,0,0,0,0,0,0,0,0,0,0,0,0,23894.988992119997,85171.89736652
,Staff costs,,0,281038.273914243,203759.7870847,27955.92192162,298916.262720235,0,0,0,0,0,0,0,0,0,0,0,0,0,-5753.03176013998,805917.213880658,0,341310.871529398,210274.0529705,28349.04313232,304316.471094631,0,0,0,0,0,0,0,0,0,0,0,0,0,129406.54021496,1013656.978941809,0,328793.696496615,198448.33225448,29878.72489152,322557.969341784,0,0,0,0,0,0,0,0,0,0,0,0,0,111912.401962039,991591.124946438,0,408998.557203908,239568.0573066,30448.99500456,297405.738395171,0,0,0,0,0,0,0,0,0,0,0,0,0,173449.2193482,1149870.567258439,0,369127.640981945,243042.017408549,28836.505143,284633.044747469,0,0,0,0,0,0,0,0,0,0,0,0,0,178044.29903312898,1103683.507314092,0,450913.40889561,249728.76367026,24303.86859348,288158.66738736,0,0,0,0,0,0,0,0,0,0,0,0,0,107626.16530280901,1120730.873849519,0,348812.77527335996,245083.81964576,24028.0637856,296941.908468119,0,0,0,0,0,0,0,0,0,0,0,0,0,178569.0092041,1093435.576376939,0,342819.819147219,212700.05780184,21334.7884411199,278819.29648699,0,0,0,0,0,0,0,0,0,0,0,0,0,171927.13035289999,1027601.0922300691,0,422565.788900749,214620.195657999,18495.56433175,272760.40913025,0,0,0,0,0,0,0,0,0,0,0,0,0,96670.96045282991,1025112.9184735779,0,380680.99236902,212273.409205479,18251.10034958,253661.64420576,0,0,0,0,0,0,0,0,0,0,0,0,0,162291.90894090998,1027159.055070749,0,376217.961489479,211889.48533071,17656.5020933399,243445.146279059,0,0,0,0,0,0,0,0,0,0,0,0,0,152174.77632734898,1001383.871519937,0,337813.09052951995,190675.51445072,15020.5660161599,216223.24749438,0,0,0,0,0,0,0,0,0,0,0,0,0,44922.04948701,804654.4679777898
,Telephone & Internet,,0,0,0,0,59.96451076,0,0,0,0,0,0,0,0,0,0,0,0,0,7891.8172055800005,7951.7817163400005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147.18835498,8147.18835498,0,0,0,0,174.08158216,0,0,0,0,0,0,0,0,0,0,0,0,0,12271.068902480001,12445.150484640002,0,0,0,0,28.51625964,0,0,0,0,0,0,0,0,0,0,0,0,0,6895.8263233200005,6924.34258296,0,0,0,0,20.049443099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.355627399998,15495.405070499999,0,0,0,0,20.528861430000003,0,0,0,0,0,0,0,0,0,0,0,0,0,14167.349543970002,14187.878405400003,0,0,0,0,65.73854712,0,0,0,0,0,0,0,0,0,0,0,0,0,10345.00208616,10410.74063328,0,0,0,0,20.48747954,0,0,0,0,0,0,0,0,0,0,0,0,0,9634.218763179999,9654.706242719998,0,0,0,0,4.5597785,0,0,0,0,0,0,0,0,0,0,0,0,0,14233.9642255,14238.524004,0,0,0,0,46.703092240000004,0,0,0,0,0,0,0,0,0,0,0,0,0,13323.11061494,13369.813707180001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364.49670423,12364.49670423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10801.03235828,10801.03235828
,Transportation & Accommodation,,0,4115.6290098,128.04693748,971.6926696400001,12112.18791552,0,0,0,0,0,0,0,0,0,0,0,0,0,468.6070204328652,17796.163552872866,0,5532.11877441,2242.23500408,152.64563485,7111.0480886099995,0,0,0,0,0,0,0,0,0,0,0,0,0,10294.077281021,25332.124782970997,0,12095.841126080002,2823.7094855200003,3524.0408300800004,10757.439441520002,0,0,0,0,0,0,0,0,0,0,0,0,0,10818.908045615553,40019.938928815565,0,19733.63361552,472.58146716,852.32992548,3945.99284376,0,0,0,0,0,0,0,0,0,0,0,0,0,13502.405846295651,38506.94369821565,0,8981.11250775,2269.4604165,352.2097791,3565.8401305499997,0,0,0,0,0,0,0,0,0,0,0,0,0,8825.859469703179,23994.482303603178,0,17086.853350980004,2718.3917302500004,932.3114081400001,7449.187715550001,0,0,0,0,0,0,0,0,0,0,0,0,0,7991.359934784149,36178.104139704155,0,14526.26594536,2017.0746812800003,142.06136224000002,3438.1389886400007,0,0,0,0,0,0,0,0,0,0,0,0,0,9078.329658067318,29201.870635587322,0,20057.7938229,822.6055864399999,1507.9847304999998,6766.94658148,0,0,0,0,0,0,0,0,0,0,0,0,0,19445.380961816783,48600.71168313678,0,22497.52090825,1003.19862675,158.39479825,7014.9553775,0,0,0,0,0,0,0,0,0,0,0,0,0,29980.44215875,60654.5118695,0,20540.03863772,404.49785572,275.76428936,9750.0706723,0,0,0,0,0,0,0,0,0,0,0,0,0,9791.39930818,40761.77076328,0,39280.99731798,423.49895972999997,140.73422417999998,4350.0431469,0,0,0,0,0,0,0,0,0,0,0,0,0,8211.60529563,52406.878944419994,0,29120.305117239997,606.80071972,95.29057531999999,5828.57596492,0,0,0,0,0,0,0,0,0,0,0,0,0,7667.059620999999,43318.03199819999
,Royalty expenses,,0,0,0,0,139252.61405902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139252.61405902,0,0,0,0,144422.64709048998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144422.64709048998,0,0,0,0,197181.68766048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197181.68766048,0,0,0,0,156258.21058452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156258.21058452,0,0,0,0,142099.3203057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142099.3203057,0,0,0,0,228925.8048231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228925.8048231,0,0,0,0,99342.77859280002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99342.77859280002,0,0,0,0,127080.07024742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127080.07024742,0,0,0,0,275054.6745365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275054.6745365,0,0,0,0,144543.82334658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144543.82334658,0,0,0,0,153200.01186236998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153200.01186236998,0,0,0,0,189596.02543612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189596.02543612
,[ New ],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
